	fqid	enum	room	obj_type	notification	observation	speakers	text	count_boxes	num_sentences	count_bang	count_qmark	num_speakers	num_words	num_syllable_estimate	words_per_sentence	est_syllable_per_word	flesch_kinkaid
94	tunic.historicalsociety.collection.slip	99	collection	objects	True	False	['Jolie']	I'll record this in my notebook.	1	1	0	0	1	6	9	6.0	1.5	4.450000000000003
95	tunic.historicalsociety.collection	96	collection	objects	True	False	['Jolie']	Guess I should look for clues.	1	1	0	0	1	6	6	6.0	1.0	-1.4499999999999993
96	tunic.historicalsociety.collection.gramps.found	5	collection	persons	False	False	['gramps', 'Jolie']	Find anything? Just this old slip from 1916. Hot Dog! I knew it! I'm not so sure that this is a basketball jersey. Wait, you mean Wells is wrong?! Could be. But we need evidence! Why don't you head to the Basketball Center and rustle up some clues? Ooh, I like clues! I'll be at the Capitol. Let me know if you find anything!	9	12	6	3	2	64	80	5.333333333333333	1.25	1.2399999999999984
97	tunic.historicalsociety.collection.gramps.lost	98	collection	persons	False	False	['gramps', 'Jolie']	Um... what did you want me to do again? Head over to the Basketball Center. Hopefully you can rustle up some clues!	3	4	1	1	2	22	31	5.5	1.4090909090909092	3.1822727272727285
98	tunic.historicalsociety.collection.gramps.look_0	97	collection	persons	False	False	['gramps', 'Jolie']	Have a look at the artifact!	1	1	1	0	2	6	8	6.0	1.3333333333333333	2.4833333333333343
99	tunic.historicalsociety.stacks.journals	120	stacks	objects	True	False	['Jolie']	I need to find more info about Theodora!	1	1	1	0	1	8	12	8.0	1.5	5.230000000000004
100	tunic.historicalsociety.stacks.journals_flag.pic_2.bingo	124	stacks	objects	True	False	['Jolie']	I should go to the Capitol and tell Mrs. M!	1	2	1	0	1	10	12	5.0	1.2	0.5199999999999996
101	tunic.historicalsociety.stacks.journals_flag.pic_0.bingo	122	stacks	objects	True	False	['Jolie']	I should go to the Capitol and tell Mrs. M!	1	2	1	0	1	10	12	5.0	1.2	0.5199999999999996
102	tunic.historicalsociety.stacks.journals_flag.pic_1.bingo	123	stacks	objects	True	False	['Jolie']	I should go to the Capitol and tell Mrs. M!	1	2	1	0	1	10	12	5.0	1.2	0.5199999999999996
103	tunic.historicalsociety.stacks.journals.pic_2.bingo	29	stacks	objects	True	False	['Jolie']	I should go to the Capitol and tell everyone!	1	1	1	0	1	9	14	9.0	1.5555555555555556	6.2755555555555596
104	tunic.historicalsociety.stacks.journals_flag	121	stacks	objects	True	False	['Jolie']	I need more context about how the flag was used.	1	1	0	0	1	10	12	10.0	1.2	2.4700000000000024
105	tunic.historicalsociety.stacks.outtolunch	125	stacks	observations	False	True	['Jolie']	Better check back later.	1	1	0	0	1	4	6	4.0	1.5	3.6700000000000017
106	tunic.historicalsociety.stacks.block	119	stacks	observations	False	True	['Jolie']	The archivist said I should look in the stacks.	1	1	0	0	1	9	11	9.0	1.2222222222222223	2.342222222222226
107	tunic.historicalsociety.collection_flag.gramps.flag	51	collection_flag	persons	False	False	['gramps', 'Jolie']	Teddy! I'm sure glad to see you. The archivist had him locked up! Gadzooks! Poor critter. You're becoming quite the detective, Jo. Notice any clues about this flag? Well... it looks hand-stitched. Aha! Good catch, Jo. Go on, tell the boss what you found!	8	12	5	1	2	45	64	3.75	1.4222222222222223	2.6547222222222224
108	tunic.historicalsociety.collection_flag.gramps.recap	171	collection_flag	persons	False	False	['gramps', 'Jolie']	Why don't you go talk to the boss? She's right outside.	2	2	0	1	2	11	13	5.5	1.1818181818181819	0.5004545454545486
109	tunic.historicalsociety.entry.groupconvo_flag	52	entry	cutscenes	False	False	['wells', 'boss', 'Jolie']	I'm telling you, Boss. Taxidermy is the way to go! Nonsense. I want live animals at the exhibit, not stuffed ones. Ah, Jolie! I'm glad you're here. I'm putting you in charge of the flag case. Make sure to get some old photos for the exhibit, like last time! Wait! Can't I do it? The symbol on the flag looks sort of like a deer hoof. It could be an early design for the Wisconsin state flag! Wells, you already have a job to do. Jolie, you can look into this deer hoof theory.	10	14	5	1	3	94	124	6.714285714285714	1.3191489361702127	2.5945288753799396
110	tunic.historicalsociety.entry.groupconvo	3	entry	cutscenes	False	False	['wells', 'gramps', 'boss', 'Jolie']	Let's get started. The Wisconsin Wonders exhibit opens tomorrow! Who wants to investigate the shirt artifact? Well, Leopold here is always losing papers... Hey! It's true, they do keep going missing lately. Ha. Told you so! Besides, I already figured out the shirt. It's a women's basketball jersey! That settles it. Wells, finish up your report. Leopold, why don't you help me set up in the Capitol? We need to talk about that missing paperwork. Will do, Boss. Hey Jo, let's take a look at the shirt!	14	16	5	2	4	87	130	5.4375	1.4942528735632183	4.162808908045978
111	tunic.historicalsociety.entry.directory.closeup.archivist	92	entry	objects	True	False	['Jolie']	The archivist must've taken Teddy!	1	1	1	0	1	5	10	5.0	2.0	9.96
112	tunic.historicalsociety.entry.wells.flag	53	entry	persons	False	False	['wells', 'Jolie']	What now, kid? Do you really think that symbol is a deer hoof? Not sure. Do I look like a deer expert to you?	3	4	0	3	2	24	27	6.0	1.125	0.025000000000000355
113	tunic.historicalsociety.entry.wells.talktogramps	95	entry	persons	False	False	['wells', 'Jolie']	Why don't you go play with your grampa?	1	1	0	1	2	8	9	8.0	1.125	0.8049999999999997
114	tunic.historicalsociety.entry.wells.flag_recap	94	entry	persons	False	False	['wells', 'Jolie']	Come on, kid. You're slowing me down.	1	2	0	0	2	7	9	3.5	1.2857142857142858	0.946428571428573
115	tunic.historicalsociety.entry.gramps.hub	93	entry	persons	False	False	['gramps', 'Jolie']	null	1	1	0	0	2	1	1	1.0	1.0	-3.3999999999999986
116	tunic.historicalsociety.entry.boss.flag	54	entry	persons	False	False	['boss', 'Jolie']	Do you know where I can find a deer expert? Hmm. You could try the Aldo Leopold Wildlife Center. Ugh. I have to head over there and check out the animals. I'll ride with you! FINE. That possum better not scratch my leather seats... He's a badger!	6	9	2	1	2	47	62	5.222222222222222	1.3191489361702127	2.0126241134751766
117	tunic.historicalsociety.entry.boss.talktogramps	91	entry	persons	False	False	['boss', 'Jolie']	Your grampa is waiting for you in the collection room.	1	1	0	0	2	10	14	10.0	1.4	4.830000000000002
118	tunic.historicalsociety.entry.boss.flag_recap	90	entry	persons	False	False	['boss', 'Jolie']	Head over to the Wildlife Center! I'm sure they'll be able to help.	2	2	1	0	2	13	18	6.5	1.3846153846153846	3.283461538461541
119	tunic.historicalsociety.entry.block_tomap1	88	entry	observations	False	True	['Jolie']	I should see what Gramps is up to!	1	1	1	0	1	8	8	8.0	1.0	-0.6699999999999982
120	tunic.historicalsociety.entry.block_tomap2	89	entry	observations	False	True	['Jolie']	I should go talk to Gramps!	1	1	1	0	1	6	6	6.0	1.0	-1.4499999999999993
121	tunic.historicalsociety.entry.block_tocollection	87	entry	observations	False	True	['Jolie']	I should see what Grampa is up to!	1	1	1	0	1	8	9	8.0	1.125	0.8049999999999997
122	tunic.historicalsociety.basement.savedteddy	50	basement	cutscenes	False	False	['Jolie']	Gramps must be up in the collection room. Let's go find him!	2	2	1	0	1	12	14	6.0	1.1666666666666667	0.5166666666666693
123	tunic.historicalsociety.basement.ch3start	43	basement	cutscenes	False	False	['gramps', 'Jolie']	Jo! Check out the next artifact! What is it? I think it's a flag! Pretty spiffy, eh? I don't have time for this, Gramps. Teddy is still missing! We'll find him, Jo. Want to look for more clues?	8	9	4	3	2	38	44	4.222222222222222	1.1578947368421053	-0.2801754385964905
124	tunic.historicalsociety.basement.seescratches	44	basement	cutscenes	False	False	['gramps', 'Jolie']	Hey, look at those scratches! The kidnapper probably took Teddy on the elevator! Great Scott, you’re right! Why isn't the button working? We'll need a key card. I had one, but Teddy chewed it up. I’ve got Wells’s ID! Let's follow those scratch marks! Jo! I can't go with you. I need to take the artifact upstairs. It's okay, Gramps. I'll go by myself. Teddy, here I come!	11	14	7	1	2	71	95	5.071428571428571	1.3380281690140845	2.1765895372233395
125	tunic.historicalsociety.basement.gramps.whatdo	85	basement	persons	False	False	['gramps', 'Jolie']	We'll find Teddy. We just have to keep our eyes open!	2	2	1	0	2	11	13	5.5	1.1818181818181819	0.5004545454545486
126	tunic.historicalsociety.basement.gramps.seeyalater	84	basement	persons	False	False	['gramps', 'Jolie']	I'll be in the collection room. Come find me when you're ready to check out the artifact. Good luck!	2	3	1	0	2	19	25	6.333333333333333	1.3157894736842106	2.4063157894736875
127	tunic.historicalsociety.basement.janitor	86	basement	observations	False	True	['Jolie']	This button never works!	1	1	1	0	1	4	6	4.0	1.5	3.6700000000000017
128	tunic.historicalsociety.cage.confrontation	49	cage	cutscenes	False	False	['boss', 'archivist', 'Jolie']	Hey! What are you doing down here? GRRRRRRR GAH! And what is THAT doing out of its cage?! You stole Teddy! How could you?! What's going on here? Thanks for coming, Boss. I told you! I captured a badger in our museum! He's been eating my lunch every day this week! No he hasn't! 😐 Teddy! Did you really eat his lunch? 😐 Did you steal Gramps's paperwork too?! 😐 And my homework?!?! 😐 See?! That thing's a monster! I don't have time for this. Jolie- keep your badger under control, or he'll have to go. YEAH! And you, Frank- YEAH! Wait- me? You can't just steal Jolie's pet. Don't you know badgers are protected animals? Besides, he looks friendly to me. Wha?! Ugh. Fine. 😝 Alright, Jolie. Back to work. Your grampa is waiting for you in the collection room. Come on, Teddy. Let's go find Gramps!	35	34	19	12	3	143	184	4.205882352941177	1.2867132867132867	1.2335109008638412
129	tunic.historicalsociety.cage.unlockdoor	48	cage	cutscenes	False	False	['teddy', 'Jolie']	I found the key! ❤️ Come on, let's get out of here! Here's your scarf back!	4	3	3	0	2	15	17	5.0	1.1333333333333333	-0.2666666666666657
130	tunic.historicalsociety.cage.glasses.afterteddy	46	cage	persons	False	False	['glasses', 'Jolie']	Whoever lost these glasses probably took Teddy! How can I find out whose glasses these are? Oh! There was a staff directory in the entryway! I'll go look at everyone's pictures!	4	5	4	1	2	31	52	6.2	1.6774193548387097	6.621548387096777
131	tunic.historicalsociety.cage.glasses.beforeteddy	168	cage	persons	False	False	['glasses', 'Jolie']	I wonder whose glasses these are.	1	1	0	0	2	6	11	6.0	1.8333333333333333	8.383333333333333
132	tunic.historicalsociety.cage.teddy.trapped	45	cage	persons	False	False	['teddy', 'Jolie']	Teddy!!! 😭 Hang on. I’ll get you out of there!	3	3	4	0	2	10	12	3.3333333333333335	1.2	-0.129999999999999
133	tunic.historicalsociety.cage.need_glasses	170	cage	observations	False	True	['Jolie']	I should check out that pair of glasses.	1	1	0	0	1	8	9	8.0	1.125	0.8049999999999997
134	tunic.historicalsociety.cage.lockeddoor	169	cage	observations	False	True	['Jolie']	It’s locked!	1	1	1	0	1	3	4	3.0	1.3333333333333333	1.3133333333333361
135	tunic.historicalsociety.frontdesk.archivist.need_glass_0	128	frontdesk	persons	False	False	['archivist', 'Jolie']	Can't believe I lost my reading glasses.	1	1	0	0	2	7	11	7.0	1.5714285714285714	5.682857142857145
136	tunic.historicalsociety.frontdesk.archivist.hello	16	frontdesk	persons	False	False	['archivist', 'Jolie']	I need your help! *grumble grumble* And you are? I'm Leopold's grandkid! I don't have time for kids. Now if only I could read this thing. Blasted tiny letters...	6	6	2	1	2	29	38	4.833333333333333	1.3103448275862069	1.7570689655172416
137	tunic.historicalsociety.frontdesk.archivist.have_glass	18	frontdesk	persons	False	False	['archivist', 'Jolie']	Ah, that's better! Did you have a question? Yes! I was wondering- Wait a minute! Where did you get that coffee? Oh, that's from Bean Town. I ran into Wells there this morning. Wells? I knew it! Knew what? Did you have a question or not? Yes! Do you know anything about this slip? I found it on an old shirt. An old shirt? Try the university. You can talk to a textile expert there. What's a textile expert? They study clothes and fabric. Great! Thanks for the help!	18	21	7	8	2	89	118	4.238095238095238	1.3258426966292134	1.707800963081862
138	tunic.historicalsociety.frontdesk.archivist.need_glass_1	129	frontdesk	persons	False	False	['archivist', 'Jolie']	I used to have a magnifying glass around here…	1	1	0	0	2	9	13	9.0	1.4444444444444444	4.964444444444446
139	tunic.historicalsociety.frontdesk.archivist.have_glass_recap	127	frontdesk	persons	False	False	['archivist', 'Jolie']	You're still here? I'm trying to work! Run along to the university. You can talk to a textile expert there.	3	4	1	1	2	20	31	5.0	1.55	4.650000000000002
140	tunic.historicalsociety.frontdesk.archivist.newspaper_recap	130	frontdesk	persons	False	False	['archivist', 'Jolie']	What are you waiting for? The Stacks are right outside the door.	1	2	0	1	2	12	17	6.0	1.4166666666666667	3.4666666666666686
141	tunic.historicalsociety.frontdesk.archivist.newspaper	28	frontdesk	persons	False	False	['archivist', 'Jolie']	I need to find Wells!!! Calm down, kid. I haven't seen him. I can't calm down. This is important! Sorry, can't help you. Ugh. Fine. Do you have any info on Theodora Youmans? Theodora Youmans? Is that who owned the shirt? Yep. Why didn't you say so? Youmans was a suffragist here in Wisconsin. She led marches and helped women get the right to vote! Wait a sec. Women couldn't vote?! Nope. But Youmans and other suffragists worked hard to change that. Thanks to them, Wisconsin was the first state to approve votes for women! Wow! Here's a call number to find more info in the Stacks. Where are the Stacks? Right outside the door.	18	24	8	6	2	115	158	4.791666666666667	1.373913043478261	2.4909239130434777
142	tunic.historicalsociety.frontdesk.archivist.foundtheodora	126	frontdesk	persons	False	False	['archivist', 'Jolie']	I found it! Theodora wearing the shirt! You better get to the capitol!	3	3	3	0	2	13	19	4.333333333333333	1.4615384615384615	3.3461538461538467
143	tunic.historicalsociety.frontdesk.archivist_glasses.confrontation	68	frontdesk	persons	False	False	['archivist_glasses', 'Jolie']	You again! Don't let him hurt me! 🙄 Actually, we're just here for some photos. It's for the flag display! Wait a minute... YOU'RE the new history detective everybody's talking about? Guess so! YOU?! Teddy's helping too. What kind of photos do you need? Something to do with ecology and Wisconsin. Here's a call number for the Stacks. Go find some photos. Just please, don't let your badger eat them!	13	14	6	3	2	69	105	4.928571428571429	1.5217391304347827	4.288664596273296
144	tunic.historicalsociety.frontdesk.archivist_glasses.confrontation_recap	131	frontdesk	persons	False	False	['archivist_glasses', 'Jolie']	The Stacks are right outside the door. Go find some photos!	1	2	1	0	2	11	15	5.5	1.3636363636363635	2.6459090909090897
145	tunic.historicalsociety.frontdesk.magnify	17	frontdesk	observations	False	True	['Jolie']	I bet the archivist could use this!	1	1	1	0	1	7	10	7.0	1.4285714285714286	3.997142857142858
146	tunic.historicalsociety.frontdesk.block_magnify	132	frontdesk	observations	False	True	['Jolie']	I don't need that right now.	1	1	0	0	1	6	6	6.0	1.0	-1.4499999999999993
147	tunic.historicalsociety.frontdesk.key	47	frontdesk	observations	False	True	['Jolie']	Yes! It's the key for Teddy's cage!	1	2	2	0	1	7	8	3.5	1.1428571428571428	-0.7392857142857139
148	tunic.historicalsociety.closet_dirty.trigger_coffee	14	closet_dirty	cutscenes	False	False	['gramps', 'Jolie']	Is this your coffee, Gramps? Nope, that's from Bean Town. I only drink Holdgers!	2	3	1	1	2	14	17	4.666666666666667	1.2142857142857142	0.5585714285714296
149	tunic.historicalsociety.closet_dirty.trigger_scarf	13	closet_dirty	cutscenes	False	False	['gramps', 'Jolie']	Teddy's scarf! Somebody must've taken him! Try not to panic, Jo. Maybe he just got scared and ran off. But he never goes anywhere without his scarf! I think he's in trouble!	5	6	4	0	2	32	47	5.333333333333333	1.46875	3.8212500000000027
150	tunic.historicalsociety.closet_dirty.what_happened	12	closet_dirty	cutscenes	False	False	['gramps', 'Jolie']	What the- What happened here?! I don't know! I got here and the whole place was ransacked!	4	3	3	1	2	17	25	5.666666666666667	1.4705882352941178	3.9729411764705915
151	tunic.historicalsociety.closet_dirty.door_block_clean	113	closet_dirty	cutscenes	False	False	['Jolie']	I should help Gramps clean. Maybe there's a clue in this mess!	2	2	1	0	1	12	14	6.0	1.1666666666666667	0.5166666666666693
152	tunic.historicalsociety.closet_dirty.door_block_talk	114	closet_dirty	cutscenes	False	False	['Jolie']	Poor Gramps! I should make sure he's okay.	1	2	1	0	1	8	9	4.0	1.125	-0.754999999999999
153	tunic.historicalsociety.closet_dirty.gramps.archivist	115	closet_dirty	persons	False	False	['gramps', 'Jolie']	What should I do first? Head upstairs and talk to the archivist. He might be able to help!	2	3	1	1	2	18	22	6.0	1.2222222222222223	1.1722222222222243
154	tunic.historicalsociety.closet_dirty.gramps.nothing	117	closet_dirty	persons	False	False	['gramps', 'Jolie']	So much cleaning to do...	1	1	0	0	2	5	6	5.0	1.2	0.5199999999999996
155	tunic.historicalsociety.closet_dirty.gramps.news	15	closet_dirty	persons	False	False	['gramps', 'Jolie']	"Who could've done this? I have an idea. He's wrong about old shirts and his name rhymes with \""smells\""... Hold your horses, Jo. BUT WELLS STOLE TEDDY! Could be. But we need evidence. Fine. Let's investigate! I'm afraid my papers have gone missing in this mess. You'll have to get started without me. Don't worry, Gramps. I'll find Teddy! And I'll figure out the shirt, too. I knew I could count on you, Jo! Why don't you go upstairs and see the archivist? He's our expert record keeper."	14	17	4	2	2	88	117	5.176470588235294	1.3295454545454546	2.117459893048128
156	tunic.historicalsociety.closet_dirty.gramps.helpclean	116	closet_dirty	persons	False	False	['gramps', 'Jolie']	Can you help me tidy up?	1	1	0	1	2	6	7	6.0	1.1666666666666667	0.5166666666666693
157	tunic.historicalsociety.closet_dirty.photo	118	closet_dirty	observations	False	True	['Jolie']	I love these photos of me and Teddy.	1	1	0	0	1	8	11	8.0	1.375	3.7550000000000026
158	tunic.historicalsociety.closet.notebook	2	closet	objects	True	False	['Jolie']	Found it!	1	1	1	0	1	2	2	2.0	1.0	-3.01
159	tunic.historicalsociety.closet.retirement_letter.hub	83	closet	objects	True	False	['Jolie']	Gramps is the best historian ever!	1	1	1	0	1	6	9	6.0	1.5	4.450000000000003
160	tunic.historicalsociety.closet.gramps.intro_0_cs_0	0	closet	persons	False	False	['gramps', 'Jolie']	Whatcha doing over there, Jo? Just talking to Teddy. I gotta run to my meeting! Meetings are BORING! Grab your notebook and come upstairs!	5	5	3	1	2	24	37	4.8	1.5416666666666667	4.47366666666667
161	tunic.historicalsociety.closet.teddy.intro_0_cs_0	1	closet	persons	False	False	['teddy', 'Jolie']	Hang tight, Teddy. I'll hurry back and then we can go exploring! Now where did I put my notebook? 😴	4	4	1	1	2	19	26	4.75	1.368421052631579	2.409868421052632
162	tunic.historicalsociety.closet.teddy.intro_0_cs_5	80	closet	persons	False	False	['teddy', 'Jolie']	😴	1	1	0	0	2	0	0	0.0		
163	tunic.historicalsociety.closet.photo	82	closet	observations	False	True	['Jolie']	I love these photos of me and Teddy!	1	1	1	0	1	8	11	8.0	1.375	3.7550000000000026
164	tunic.historicalsociety.closet.doorblock	81	closet	observations	False	True	['Jolie']	I feel like I'm forgetting something.	1	1	0	0	1	6	10	6.0	1.6666666666666667	6.416666666666668
165	tunic.capitol_0.hall.chap1_finale_c	11	hall	cutscenes	False	False	['gramps', 'Jolie']	Come on, Jo! Meet me back in my office and we'll get started!	2	2	2	0	2	13	16	6.5	1.2307692307692308	1.468076923076925
166	tunic.capitol_0.hall.gramps.hub	112	hall	persons	False	False	['gramps', 'Jolie']	null	1	1	0	0	2	1	1	1.0	1.0	-3.3999999999999986
167	tunic.capitol_0.hall.boss.chap1_finale_slipfirst_0_fail	109	hall	persons	False	False	['boss', 'Jolie']	That doesn't prove your case.	1	1	0	0	2	5	6	5.0	1.2	0.5199999999999996
168	tunic.capitol_0.hall.boss.chap1_finale_1	9	hall	persons	False	False	['boss', 'Jolie']	Ah, yes! The basketball jersey. IT'S NOT A JERSEY! How do you know?	3	4	2	1	2	13	17	3.25	1.3076923076923077	1.1082692307692312
169	tunic.capitol_0.hall.boss.chap1_finale_plaquefirst_0_fail	106	hall	persons	False	False	['boss', 'Jolie']	That doesn't prove your case.	1	1	0	0	2	5	6	5.0	1.2	0.5199999999999996
170	tunic.capitol_0.hall.boss.chap1_finale_0	8	hall	persons	False	False	['boss', 'Jolie']	Jolie! What are you doing here? The shirt is not a basketball jersey! Aha! Did you find something? What are you talking about? Gramps had me look for clues about the artifact. WELLS WAS WRONG AND GRAMPS WAS RIGHT!!! Hold on. Which artifact?	8	10	6	4	2	43	60	4.3	1.3953488372093024	2.552116279069768
171	tunic.capitol_0.hall.boss.chap1_finale_slipfirst_0	108	hall	persons	False	False	['boss', 'Jolie']	I found this slip on the shirt. It's from 1916! How does that prove our shirt is not a jersey?	2	3	1	1	2	20	22	6.666666666666667	1.1	-0.00999999999999801
172	tunic.capitol_0.hall.boss.chap1_finale_plaquefirst_1	107	hall	persons	False	False	['boss', 'Jolie']	I found this slip on the shirt. It's from 1916! Our shirt was around WAYYY before the women's basketball team!	2	3	2	0	2	20	26	6.666666666666667	1.3	2.3500000000000014
173	tunic.capitol_0.hall.boss.chap1_finale_plaquefirst_0	105	hall	persons	False	False	['boss', 'Jolie']	I checked the Basketball Center. The women's team didn't start until 1974! How does that prove our shirt is not a jersey?	2	3	1	1	2	22	30	7.333333333333333	1.3636363636363635	3.3609090909090895
174	tunic.capitol_0.hall.boss.chap1_finale_slipfirst_1	110	hall	persons	False	False	['boss', 'Jolie']	I checked the Basketball Center. The women's team didn't start until 1974! Our shirt was around WAYYY before the women's basketball team!	2	3	2	0	2	22	34	7.333333333333333	1.5454545454545454	5.506363636363638
175	tunic.capitol_0.hall.boss.chap1_finale_1_fail	104	hall	persons	False	False	['boss', 'Jolie']	That doesn't prove your case.	1	1	0	0	2	5	6	5.0	1.2	0.5199999999999996
176	tunic.capitol_0.hall.boss.talktogramps	111	hall	persons	False	False	['boss', 'Jolie']	Well? What are you still doing here? Go find your grampa and get to work!	2	3	1	2	2	15	18	5.0	1.2	0.5199999999999996
177	tunic.capitol_0.hall.boss.chap1_finale_0_fail	103	hall	persons	False	False	['boss', 'Jolie']	I don't think we have anything like THAT in the collections...	1	1	0	0	2	11	15	11.0	1.3636363636363635	4.790909090909089
178	tunic.capitol_0.hall.boss.chap1_finale_2	10	hall	persons	False	False	['boss', 'Jolie']	Wow! I think you're right, Jolie. Leopold, I need you to work on this right away. Yippee! How 'bout it, Jo? Want to help me investigate? Not really... Let me know when you figure it out. In the meantime, I need to have a word with Wells.	8	9	2	2	2	47	61	5.222222222222222	1.297872340425532	1.7615602836879454
179	tunic.humanecology.frontdesk.businesscards	135	frontdesk	objects	True	False	['Jolie']	Which place might know about the slip?	1	1	0	1	1	7	9	7.0	1.2857142857142858	2.3114285714285714
180	tunic.humanecology.frontdesk.businesscards.card_bingo.bingo	20	frontdesk	objects	True	False	['Jolie']	This place was around in 1916! I can start there!	1	2	2	0	1	10	13	5.0	1.3	1.7000000000000028
181	tunic.humanecology.frontdesk.worker.badger	136	frontdesk	persons	False	False	['worker', 'Jolie']	You haven't seen any badgers around here, have you? Badgers? No. But I hear the museum's got one on the loose! Yeah. Thanks anyway.	4	6	1	2	2	24	35	4.0	1.4583333333333333	3.178333333333331
182	tunic.humanecology.frontdesk.worker.intro	19	frontdesk	persons	False	False	['worker', 'Jolie']	Hello there! Wow! What is all this stuff? It's our Norwegian Craft exhibit! Can I give you the tour? Sorry, I'm in a hurry. Do you know what this slip is? Looks like a dry cleaning receipt. Ooh, thanks! Now I just need to find all the cleaners from wayyyy back in 1916. Yikes... this could take a while. Maybe I can help! I've got a stack of business cards from my favorite cleaners. Why don't you take a look?	13	15	5	4	2	80	101	5.333333333333333	1.2625	1.3874999999999993
183	tunic.humanecology.frontdesk.block_0	133	frontdesk	observations	False	True	['Jolie']	I should stay and look for clues!	1	1	1	0	1	7	7	7.0	1.0	-1.0599999999999987
184	tunic.humanecology.frontdesk.block_1	134	frontdesk	observations	False	True	['Jolie']	I wonder if there's a clue in those business cards...	1	1	0	0	1	10	15	10.0	1.5	6.010000000000002
185	tunic.nelson.trail.conclusion	76	trail	cutscenes	False	False	['gramps', 'Jolie']	Wow! The Capitol looks so pretty from here! Neat, isn't it? That's where it all happens. Wisconsin folks come together at the Capitol to make their voices heard. Like they did with Earth Day! You know, there's a nice little Earth Day display down the path. Go check it out! Aren't you coming too? Oh, you go ahead. I'll stay here and watch the sunset.	11	11	4	2	2	65	86	5.909090909090909	1.323076923076923	2.32685314685315
186	tunic.nelson.trail.display	78	trail	cutscenes	False	False	['Jolie']	Wow! Governor Nelson was just a normal guy from Wisconsin... And he changed the world! We should have a march, Teddy. No more plastic cups!!! 💚 Maybe they'll even name a park after us! Except our park will have roller coasters, and cute animals, and snacks. Make sure to get plenty of rest tonight, Teddy. We've got work to do!	10	9	7	0	1	59	80	6.555555555555555	1.3559322033898304	2.966666666666665
187	tunic.nelson.trail.gramps.question	185	trail	persons	False	False	['gramps', 'Jolie']	You and Teddy go check out the Earth Day display. I'll stay here with the sunset.	2	2	0	0	2	16	20	8.0	1.25	2.280000000000001
188	tunic.nelson.trail.coffee	77	trail	observations	False	True	['Jolie']	Ugh! Somebody needs to do something about all these cups!	1	2	2	0	1	10	17	5.0	1.7	6.420000000000002
